ID,PRODUCT_ID,PIXEL_X,PIXEL_Y,LATITUDE,LONGITUDE,SURFACE_ID,CLOUD_CHARACTERISTICS_ID,CLOUD_TYPE_ID,CLOUD HEIGHT_ID,SHADOW_ID,AEROSOL TYPE_ID,GLINT_ID,WATER BODY CHARACTERISTICS_ID,ICE TYPE_ID,OVERSATURATION_ID,SURFACE_TYPE_ID,CLIMATE_ZONE_ID,SEASON_ID,DAY_TIME_ID,SHALLOWNESS_ID
5472614,5472572,8659,5537,-19.49109077,-68.17500305,27,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472615,5472572,8018,3727,-19.32779884,-68.23684692,27,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472616,5472572,8823,5295,-19.46915054,-68.15949249,27,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472617,5472572,8364,5736,-19.50919914,-68.20302582,27,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472618,5472572,8079,6247,-19.5554924,-68.22996521,27,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472619,5472572,8122,5961,-19.52963066,-68.2259903,27,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472620,5472572,8165,5883,-19.52256584,-68.22192383,27,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472621,5472572,6425,5347,-19.47476578,-68.38793945,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472622,5472572,6511,5078,-19.45042992,-68.37984467,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472623,5472572,6607,4792,-19.42455292,-68.3707962,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472624,5472572,6684,4602,-19.40735817,-68.36352539,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472625,5472572,6710,4048,-19.35728455,-68.3612442,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472626,5472572,6693,4290,-19.37915993,-68.36277771,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472627,5472572,6962,3805,-19.33523941,-68.33734131,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472628,5472572,7152,3684,-19.32423973,-68.31929779,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472629,5472572,6858,3589,-19.31575584,-68.34732056,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472630,5472572,6832,3251,-19.2852211,-68.34991455,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472631,5472572,6563,3138,-19.2750988,-68.37555695,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472632,5472572,6659,2766,-19.24144936,-68.36654663,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472633,5472572,6477,2671,-19.23292351,-68.38389587,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472634,5472572,6607,2351,-19.20396423,-68.37163544,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472635,5472572,6468,2299,-19.1993103,-68.38488007,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472636,5472572,6572,2169,-19.18752861,-68.37503052,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472637,5472572,6589,1866,-19.16014099,-68.3735199,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472638,5472572,6771,1762,-19.15068245,-68.35624695,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472639,5472572,6745,1649,-19.14047813,-68.35875702,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472640,5472572,6433,1623,-19.13823128,-68.38843536,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472641,5472572,6494,238,-19.01304817,-68.38309479,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472642,5472572,6607,99,-19.00045013,-68.37240601,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472643,5472572,6338,939,-19.07644653,-68.39768982,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472644,5472572,6070,1130,-19.09378815,-68.42310333,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472645,5472572,5091,1216,-19.10182953,-68.5161438,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472646,5472572,5065,783,-19.06270409,-68.51873016,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472647,5472572,5152,428,-19.03059959,-68.51055908,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472648,5472572,5108,186,-19.00874138,-68.51480103,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472649,5472572,2008,2299,-19.20024109,-68.80912781,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472650,5472572,2312,1935,-19.16731262,-68.78025818,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472651,5472572,2736,1649,-19.14141273,-68.73996735,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472652,5472572,2667,1433,-19.12190247,-68.74655914,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472653,5472572,2753,1268,-19.10697746,-68.73841095,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472654,5472572,2779,549,-19.041996,-68.73603821,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472655,5472572,2918,238,-19.01386833,-68.7228775,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472656,5472572,736,5173,-19.46006203,-68.93001556,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472657,5472572,1272,116,-19.0030117,-68.87928772,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472658,5472572,1177,1796,-19.1548481,-68.88820648,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472659,5472572,8243,6611,-19.58831787,-68.21417236,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472660,5472572,4996,8897,-19.79597855,-68.52315521,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472661,5472572,5178,8689,-19.77713585,-68.50583649,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472662,5472572,5273,7685,-19.68638229,-68.49705505,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472663,5472572,5637,6801,-19.60639763,-68.46259308,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472664,5472572,6355,6377,-19.56786537,-68.39426422,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472665,5472572,6832,1242,-19.10367012,-68.35063171,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472666,5472572,10148,783,-19.060812,-68.03564453,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472667,5472572,10122,697,-19.0530529,-68.03816223,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472668,5472572,8993,920,-19.07373238,-68.1453476,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472669,5472572,8598,810,-19.06396294,-68.18293762,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472670,5472572,7751,953,-19.07722473,-68.26338196,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472671,5472572,7602,1071,-19.08794403,-68.27749634,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472672,5472572,7681,871,-19.06983948,-68.27006531,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472673,5472572,6713,616,-19.04713631,-68.36215973,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472674,5472572,8938,1417,-19.11866951,-68.15034485,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472675,5472572,9815,1803,-19.15314484,-68.06677246,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472676,5472572,10528,1633,-19.13742638,-67.99906921,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472677,5472572,10653,822,-19.06407928,-67.98763275,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472678,5472572,9909,537,-19.0387001,-68.05848694,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472679,5472572,9903,655,-19.049366,-68.05899811,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472680,5472572,9985,740,-19.05700684,-68.05115509,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472681,5472572,8835,1114,-19.09133339,-68.16027832,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472682,5472572,6813,297,-19.01827621,-68.35276794,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472683,5472572,7891,319,-19.01987648,-68.25032806,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472684,5472572,10507,2807,-19.24352264,-68.00042725,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472685,5472572,10671,3709,-19.32493973,-67.98432159,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472686,5472572,10774,3539,-19.30952454,-67.974617,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472687,5472572,7129,2288,-19.19809341,-68.32200623,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472688,5472572,7794,3836,-19.33773613,-68.25812531,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472689,5472572,7706,3891,-19.34274101,-68.26647949,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472690,5472572,7214,3439,-19.30207634,-68.31349182,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472691,5472572,5341,3008,-19.26371002,-68.49188232,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472692,5472572,6698,1469,-19.12422752,-68.36328888,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472693,5472572,6904,1323,-19.11096573,-68.34375763,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472694,5472572,7217,1842,-19.15775871,-68.31380463,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472695,5472572,7606,1690,-19.14388084,-68.27687073,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472696,5472572,5350,613,-19.04726791,-68.49169159,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472697,5472572,5390,953,-19.07798386,-68.48779297,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472698,5472572,3602,1663,-19.14254379,-68.65761566,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472699,5472572,2197,3011,-19.26456833,-68.79106903,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472700,5472572,2112,2819,-19.24722672,-68.79917908,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472701,5472572,2261,2586,-19.22615242,-68.78502655,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472702,5472572,5001,3023,-19.26515388,-68.52423096,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472703,5472572,4747,1366,-19.11546707,-68.54881287,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472704,5472572,4725,9429,-19.84412003,-68.54888916,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472705,5472572,5957,9695,-19.86782074,-68.43115234,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472706,5472572,5788,9340,-19.83579254,-68.44740295,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472707,5472572,4709,10823,-19.97009277,-68.55006409,32,2,1,1,1,1,1,1,1,1,6,4,1,0,1
5472708,5472572,5541,10063,-19.90119743,-68.47077179,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472709,5472572,7529,10063,-19.90053177,-68.28085327,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472710,5472572,7908,9740,-19.87119484,-68.24478912,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472711,5472572,7476,8758,-19.78263092,-68.28644562,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472712,5472572,5727,8140,-19.72737312,-68.45359802,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472713,5472572,7634,7643,-19.6818161,-68.27182007,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472714,5472572,5073,9994,-19.8950901,-68.51550293,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472715,5472572,4285,9401,-19.84169197,-68.59091949,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472716,5472572,5662,7805,-19.69711876,-68.4598999,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472717,5472572,6341,7421,-19.66221237,-68.39524841,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472718,5472572,5925,6666,-19.5941143,-68.43516541,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472719,5472572,6802,6738,-19.60033989,-68.35152435,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472720,5472572,7084,5599,-19.49731445,-68.32505798,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472721,5472572,5945,5910,-19.52579117,-68.4335022,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472722,5472572,6066,5288,-19.46954727,-68.42216492,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472723,5472572,3917,6007,-19.53505898,-68.62677002,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472724,5472572,3942,5547,-19.4934845,-68.62448883,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472725,5472572,3061,7171,-19.64039993,-68.70817566,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472726,5472572,2625,7021,-19.62690735,-68.74978638,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472727,5472572,2596,6686,-19.59663773,-68.75259399,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472728,5472572,2350,8112,-19.72553444,-68.77587891,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472729,5472572,3065,7954,-19.71115875,-68.70766449,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472730,5472572,3344,4904,-19.43548584,-68.68158722,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472731,5472572,3740,4270,-19.37812042,-68.64398956,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472732,5472572,799,4238,-19.37556076,-68.92405701,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472733,5472572,1340,3579,-19.31597519,-68.87258148,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472734,5472572,791,3584,-19.31645584,-68.92484283,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472735,5472572,932,3091,-19.27189636,-68.91144562,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472736,5472572,1203,2485,-19.2171154,-68.88569641,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472737,5472572,2471,2860,-19.25089073,-68.76501465,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472738,5472572,2524,2493,-19.21771622,-68.7600174,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472739,5472572,5848,4751,-19.42108345,-68.44309998,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472740,5472572,5319,3527,-19.31061935,-68.49383545,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472741,5472572,5949,3305,-19.29038048,-68.43393707,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472742,5472572,5028,4371,-19.38696671,-68.5213089,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472743,5472572,7092,651,-19.05017281,-68.3261261,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472744,5472572,7937,655,-19.0502224,-68.24582672,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472745,5472572,8147,214,-19.01028824,-68.22605133,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472746,5472572,5230,1337,-19.11272812,-68.50289917,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472747,5472572,5735,1984,-19.17106247,-68.45469666,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472748,5472572,4459,538,-19.04070282,-68.5763855,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472749,5472572,3311,707,-19.05619431,-68.68545532,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472750,5472572,5553,158,-19.00609398,-68.47252655,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472751,5472572,1776,1289,-19.10898399,-68.8312912,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472752,5472572,1792,384,-19.02719307,-68.82985687,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472753,5472572,2205,158,-19.00672722,-68.79063416,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472754,5472572,1663,2747,-19.2407608,-68.84191132,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472755,5472572,1659,3337,-19.29408073,-68.84223938,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472756,5472572,3089,3062,-19.26906013,-68.70617676,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472757,5472572,2851,2658,-19.23258591,-68.72888184,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472758,5472572,1655,8690,-19.77783966,-68.84214783,32,4,1,1,1,1,1,1,1,1,9,4,1,0,1
5472759,5472572,3946,10499,-19.94098473,-68.6230545,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472760,5472572,5565,10887,-19.97565079,-68.4682312,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472761,5472572,6030,10427,-19.9339447,-68.42393494,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472762,5472572,6491,9869,-19.88337517,-68.38008118,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472763,5472572,5287,10277,-19.92060661,-68.49497986,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472764,5472572,5408,9106,-19.81475639,-68.48375702,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472765,5472572,8034,9376,-19.83825302,-68.23291016,32,4,1,1,1,1,1,1,1,1,6,4,1,0,1
5472767,5472572,8801,10665,-19.95439529,-68.15905762,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472768,5472572,9076,10164,-19.90899849,-68.13302612,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472769,5472572,9439,9716,-19.86834717,-68.09857178,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472770,5472572,9787,9401,-19.83971405,-68.06550598,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472771,5472572,9924,9009,-19.80422401,-68.05263519,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472772,5472572,10421,9203,-19.82149506,-68.00507355,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472773,5472572,10070,9926,-19.88700676,-68.03819275,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472774,5472572,9666,10406,-19.93058205,-68.07653046,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472775,5472572,9460,10770,-19.96357155,-68.09603119,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472776,5472572,9953,10782,-19.96441078,-68.04891205,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472777,5472572,10462,10782,-19.96414375,-68.00026703,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472778,5472572,10247,10241,-19.91537666,-68.02111816,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472779,5472572,10409,9873,-19.88204002,-68.00584412,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472780,5472572,10332,9554,-19.85325813,-68.01338196,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472781,5472572,9815,10200,-19.91189384,-68.06240845,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472782,5472572,8753,9821,-19.87815475,-68.16403961,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472783,5472572,9044,9530,-19.85172653,-68.13639069,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472784,5472572,9419,9219,-19.82344818,-68.10073853,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472785,5472572,9670,8867,-19.79152107,-68.0769577,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472786,5472572,10025,8819,-19.78700638,-68.04309082,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472787,5472572,10304,8863,-19.79083633,-68.01643372,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472788,5472572,10583,9033,-19.80604935,-67.98970795,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472789,5472572,8628,10863,-19.97236252,-68.17549133,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472790,5472572,8276,10726,-19.96013641,-68.209198,27,6,1,1,1,1,1,1,1,1,6,4,1,0,1
5472791,5472572,8078,10471,-19.93717766,-68.22823334,27,5,1,1,1,1,1,1,1,1,6,4,1,0,1
5472792,5472572,8611,10249,-19.9168911,-68.17740631,27,5,1,1,1,1,1,1,1,1,6,4,1,0,1
5472793,5472572,9036,9792,-19.87540436,-68.13702393,27,5,1,1,1,1,1,1,1,1,6,4,1,0,1
5472794,5472572,9492,10087,-19.90184402,-68.09332275,27,5,1,1,1,1,1,1,1,1,6,4,1,0,1
5472795,5472572,9839,9683,-19.86516762,-68.06038666,27,5,1,1,1,1,1,1,1,1,6,4,1,0,1
5472796,5472572,10142,9344,-19.83438301,-68.0316391,27,5,1,1,1,1,1,1,1,1,6,4,1,0,1
5472797,5472572,10805,9574,-19.85480881,-67.96820068,27,5,1,1,1,1,1,1,1,1,6,4,1,0,1
5472798,5472572,10886,10200,-19.91132545,-67.96009064,27,5,1,1,1,1,1,1,1,1,6,4,1,0,1
5472799,5472572,10841,10851,-19.97016907,-67.96401215,27,5,1,1,1,1,1,1,1,1,6,4,1,0,1
5472800,5472572,10635,10180,-19.90965652,-67.98408508,27,5,1,1,1,1,1,1,1,1,6,4,1,0,1
5472801,5472572,10805,9869,-19.881464,-67.96802521,27,5,1,1,1,1,1,1,1,1,6,4,1,0,1
5472802,5472572,9258,10475,-19.93701363,-68.11547852,27,5,1,1,1,1,1,1,1,1,6,4,1,0,1
5472803,5472572,8559,10495,-19.93914223,-68.18225861,27,5,1,1,1,1,1,1,1,1,6,4,1,0,1
5472804,5472572,7892,10887,-19.97484398,-68.24582672,32,5,1,1,1,1,1,1,1,1,6,4,1,0,1
5472805,5472572,7250,10798,-19.96705246,-68.30722046,32,5,1,1,1,1,1,1,1,1,6,4,1,0,1
5472806,5472572,6874,10334,-19.92526245,-68.34332275,32,5,1,1,1,1,1,1,1,1,6,4,1,0,1
5472807,5472572,8599,9566,-19.85518074,-68.17887115,32,5,1,1,1,1,1,1,1,1,6,4,1,0,1
